datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,pollen_intensity,admission number,risk level
2019-05-30,33.7,23.0,28.3,31.5,23.0,27.3,7.4,27.8,0.0,0,0.0,,21.9,1018.5,0.4,12.3,337.6,29.2,9,Clear,muito elevados,2,moderate risk
2019-05-31,33.2,19.2,26.4,31.2,19.2,25.9,10.6,39.3,0.0,0,0.0,33.5,20.1,1018.1,1.9,12.2,333.7,28.9,9,Clear,muito elevados,3,moderate risk
2019-06-01,31.6,20.0,26.8,30.0,20.0,26.2,10.3,37.2,0.0,0,0.0,,19.8,1016.9,0.4,11.2,329.3,28.5,9,Clear,muito elevados,0,low risk
2019-06-02,33.1,21.7,26.8,31.1,21.7,26.1,7.2,29.7,0.0,0,0.0,,20.1,1016.8,2.1,11.3,322.6,27.9,9,Clear,muito elevados,2,moderate risk
2019-06-03,26.5,16.4,21.1,26.5,16.4,21.1,13.9,64.4,0.0,0,0.0,,19.1,1017.1,4.2,11.8,330.0,28.7,9,Clear,muito elevados,3,moderate risk
2019-06-04,22.9,16.0,18.7,22.9,16.0,18.7,13.5,73.0,1.855,100,12.5,,22.8,1015.3,8.4,11.3,197.7,17.0,8,Rain,muito elevados,3,moderate risk
2019-06-05,21.9,14.1,17.3,21.9,14.1,17.3,8.6,58.7,0.0,0,0.0,,22.0,1018.0,7.5,12.3,299.1,25.9,10,Clear,muito elevados,2,moderate risk
2019-06-06,20.5,13.1,16.1,20.5,13.1,16.1,11.8,77.0,4.127,100,20.83,57.6,35.6,1014.3,6.8,10.7,168.9,14.6,6,Rain,muito elevados,6,high risk
2019-06-07,20.5,12.2,16.6,20.5,12.2,16.6,8.4,60.9,0.013,100,8.33,,21.9,1019.2,7.8,12.0,275.2,23.8,9,Rain,elevados,3,moderate risk
2019-06-08,22.5,13.1,17.0,22.5,13.1,17.0,7.9,57.0,0.0,0,0.0,,24.6,1020.7,3.9,11.2,334.6,28.9,10,Clear,elevados,1,low risk
2019-06-09,23.3,12.6,17.6,23.3,12.6,17.6,11.0,66.2,0.0,0,0.0,35.3,19.9,1020.9,3.2,11.1,328.7,28.2,10,Clear,elevados,3,moderate risk
2019-06-10,23.0,14.6,18.1,23.0,14.6,18.1,10.3,62.6,0.0,0,0.0,40.7,24.7,1020.1,4.0,11.2,338.2,29.3,9,Clear,elevados,1,low risk
2019-06-11,22.5,15.0,17.9,22.5,15.0,17.9,9.9,61.9,0.0,0,0.0,53.6,31.9,1016.1,4.1,12.5,329.1,28.7,9,Clear,elevados,2,moderate risk
2019-06-12,22.9,14.1,17.6,22.9,14.1,17.6,7.6,54.3,0.0,0,0.0,44.6,28.7,1014.2,0.4,12.6,348.0,30.0,10,Clear,elevados,0,low risk
2019-06-13,21.5,13.4,16.8,21.5,13.4,16.8,8.3,59.5,0.0,0,0.0,,26.6,1013.4,4.0,11.1,285.4,24.8,10,Clear,elevados,1,low risk
2019-06-14,20.5,13.0,16.5,20.5,13.0,16.5,10.4,68.2,0.0,0,0.0,,20.4,1017.2,7.4,12.6,247.0,21.5,8,Clear,elevados,0,low risk
2019-06-15,22.5,13.1,17.6,22.5,13.1,17.6,10.8,66.0,0.001,100,4.17,,20.1,1020.9,4.1,11.2,267.3,23.2,7,Rain,elevados,2,moderate risk
2019-06-16,24.0,14.1,18.2,24.0,14.1,18.2,9.8,59.5,0.0,0,0.0,,23.2,1018.7,3.2,11.2,325.5,28.2,9,Clear,elevados,5,high risk
2019-06-17,22.2,13.0,17.3,22.2,13.0,17.3,11.3,69.2,0.0,0,0.0,,23.9,1016.5,4.2,11.7,270.1,23.5,8,Clear,elevados,2,moderate risk
2019-06-18,22.5,16.2,19.0,22.5,16.2,19.0,16.7,87.1,1.643,100,37.5,,34.2,1014.0,8.5,9.8,158.1,13.7,9,Rain,elevados,1,low risk
2019-06-19,23.4,17.6,20.0,23.4,17.6,20.0,16.3,80.7,0.327,100,29.17,,21.3,1016.0,10.4,11.5,172.6,14.9,5,Rain,elevados,3,moderate risk
2019-06-20,22.5,15.2,18.4,22.5,15.2,18.4,12.9,71.6,0.0,0,0.0,,21.9,1017.3,5.0,11.1,175.3,15.3,7,Clear,elevados,2,moderate risk
2019-06-21,24.4,15.0,19.3,24.4,15.0,19.3,10.9,60.3,0.0,0,0.0,,23.6,1018.0,8.7,12.2,337.2,29.2,9,Clear,baixos,3,moderate risk
2019-06-22,25.5,14.1,19.1,25.5,14.1,19.1,11.1,62.6,0.0,0,0.0,35.3,22.5,1015.1,3.9,11.1,314.9,27.3,8,Clear,baixos,1,low risk
2019-06-23,21.2,17.7,19.0,21.2,17.7,19.0,17.8,93.0,2.081,100,37.5,,18.6,1013.2,6.2,6.8,132.5,11.4,5,Rain,baixos,1,low risk
2019-06-24,21.8,17.1,19.0,21.8,17.1,19.0,14.7,76.5,1.307,100,16.67,,11.9,1014.6,2.8,10.5,128.6,11.2,5,Rain,baixos,3,moderate risk
2019-06-25,26.9,17.6,20.6,27.3,17.6,20.6,14.5,68.9,0.018,100,12.5,42.5,15.8,1015.2,2.4,10.5,174.6,15.0,5,Rain,baixos,3,moderate risk
2019-06-26,25.3,17.6,19.8,25.3,17.6,19.8,16.2,81.0,0.774,100,20.83,,16.7,1015.6,3.0,9.9,166.7,14.4,7,Rain,baixos,1,low risk
2019-06-27,24.1,15.5,19.9,24.1,15.5,19.9,15.0,75.2,0.0,0,0.0,,22.1,1017.7,2.8,10.5,223.2,19.4,6,Clear,baixos,5,high risk
2019-06-28,28.0,16.9,21.6,28.2,16.9,21.6,13.8,63.1,0.0,0,0.0,46.4,24.5,1016.4,1.0,10.5,326.9,28.3,9,Clear,good,2,moderate risk
2019-06-29,27.0,17.6,21.8,27.6,17.6,21.9,14.5,64.2,0.0,0,0.0,48.2,24.9,1015.5,1.4,10.5,332.0,28.5,9,Clear,good,3,moderate risk
2019-06-30,24.7,17.6,20.6,24.7,17.6,20.6,14.2,67.7,0.0,0,0.0,46.4,24.6,1018.3,2.7,11.1,302.6,26.1,9,Clear,good,2,moderate risk
2019-07-01,23.6,17.5,20.0,23.6,17.5,20.0,14.1,69.4,0.0,0,0.0,42.5,26.4,1019.6,9.5,12.2,229.8,19.9,10,Clear,good,2,moderate risk
2019-07-02,23.4,17.6,20.1,23.4,17.6,20.1,14.7,71.5,0.0,0,0.0,,20.5,1016.1,9.1,12.0,142.1,12.3,5,Clear,good,1,low risk
2019-07-03,24.4,17.0,19.9,24.4,17.0,19.9,15.4,76.1,0.0,0,0.0,,18.3,1013.7,8.0,11.0,199.9,17.3,6,Clear,good,2,moderate risk
2019-07-04,22.5,17.0,19.4,22.5,17.0,19.4,16.0,81.7,0.0,0,0.0,,22.8,1015.1,7.4,11.7,190.1,16.3,6,Clear,good,3,moderate risk
2019-07-05,24.4,16.6,20.0,24.4,16.6,20.0,16.1,79.5,0.0,0,0.0,,25.3,1017.4,7.2,11.6,253.3,21.9,10,Clear,good,1,low risk
2019-07-06,24.5,17.7,20.6,24.5,17.7,20.6,16.8,79.8,0.0,0,0.0,,25.2,1016.3,4.8,10.6,176.7,15.4,5,Clear,good,1,low risk
2019-07-07,24.6,17.6,20.7,24.6,17.6,20.7,15.8,74.3,0.0,0,0.0,,17.2,1015.7,4.2,10.6,269.3,23.5,10,Clear,good,1,low risk
2019-07-08,24.4,17.1,20.4,24.4,17.1,20.4,15.6,74.9,0.0,0,0.0,,20.1,1015.3,7.3,11.7,301.4,26.0,10,Clear,good,0,low risk
2019-07-09,28.0,18.2,22.1,28.5,18.2,22.2,16.4,71.2,0.0,0,0.0,42.5,21.3,1015.5,8.6,11.2,291.7,25.2,9,Clear,good,1,low risk
2019-07-10,33.0,19.0,24.8,34.9,19.0,25.1,16.9,64.0,0.0,0,0.0,,23.6,1013.1,2.4,10.8,320.3,27.8,9,Clear,good,3,moderate risk
2019-07-11,35.2,21.7,28.6,35.7,21.7,28.4,14.9,45.0,0.0,0,0.0,33.5,19.2,1011.6,0.8,11.9,323.0,28.0,9,Clear,good,1,low risk
2019-07-12,27.3,19.7,23.1,28.4,19.7,23.2,17.3,70.3,0.0,0,0.0,,21.6,1013.9,6.4,10.4,161.7,13.9,7,Clear,good,0,low risk
2019-07-13,25.1,18.6,21.5,25.1,18.6,21.5,17.8,80.8,0.001,100,4.17,,25.3,1015.7,5.6,10.0,209.1,17.9,7,Rain,good,2,moderate risk
2019-07-14,25.1,19.2,21.5,25.1,19.2,21.5,16.8,75.2,0.0,0,0.0,,23.1,1015.7,6.9,10.4,278.8,24.0,9,Clear,good,3,moderate risk
2019-07-15,24.4,18.5,21.1,24.4,18.5,21.1,16.5,75.7,0.015,100,4.17,48.2,26.0,1015.3,9.8,10.6,270.5,23.3,9,Rain,good,4,high risk
2019-07-16,24.5,18.5,20.0,24.5,18.5,20.0,16.0,77.9,0.0,0,0.0,42.5,22.9,1015.2,9.6,10.4,125.1,10.8,5,Clear,good,2,moderate risk
2019-07-17,23.4,18.0,19.5,23.4,18.0,19.5,15.4,77.1,0.0,0,0.0,57.6,31.4,1016.4,11.0,10.8,190.6,16.3,9,Clear,good,0,low risk
2019-07-18,28.6,17.1,21.9,28.4,17.1,21.9,14.3,64.3,0.0,0,0.0,,24.3,1015.6,1.9,12.2,329.6,28.6,9,Clear,good,1,low risk
2019-07-19,27.9,18.1,22.2,28.4,18.1,22.3,16.0,69.4,0.0,0,0.0,,26.2,1013.8,2.5,10.8,304.8,26.4,9,Clear,good,2,moderate risk
2019-07-20,29.5,18.1,22.3,30.0,18.1,22.5,16.4,70.3,0.0,0,0.0,51.8,26.8,1015.9,1.7,11.1,315.4,27.2,9,Clear,good,2,moderate risk
2019-07-21,30.0,18.0,22.8,29.8,18.0,22.9,15.0,63.3,0.0,0,0.0,,22.8,1018.0,0.7,10.9,323.6,27.8,9,Clear,good,1,low risk
2019-07-22,32.0,18.1,23.6,32.8,18.1,23.8,16.6,66.4,0.0,0,0.0,40.7,25.4,1016.8,1.1,11.6,308.1,26.4,9,Clear,good,3,moderate risk
2019-07-23,30.0,18.6,23.1,30.2,18.6,23.2,15.4,64.1,0.0,0,0.0,,24.1,1015.6,3.8,11.7,295.2,25.3,9,Clear,good,1,low risk
2019-07-24,31.7,18.0,23.4,30.8,18.0,23.4,15.7,64.7,0.0,0,0.0,,24.2,1014.6,1.8,11.8,315.8,27.1,9,Clear,good,0,low risk
2019-07-25,26.2,20.0,22.6,26.2,20.0,22.6,18.4,77.8,0.0,0,0.0,,23.2,1015.2,7.3,11.7,257.4,22.2,8,Clear,good,1,low risk
2019-07-26,25.3,19.0,21.2,25.3,19.0,21.2,14.3,66.0,0.0,0,0.0,,23.5,1017.5,6.5,12.3,271.2,23.4,9,Clear,good,0,low risk
2019-07-27,24.9,18.1,20.5,24.9,18.1,20.5,17.2,82.4,1.179,100,25.0,,19.2,1013.5,4.0,9.7,195.4,16.7,8,Rain,good,2,moderate risk
2019-07-28,27.0,18.1,21.9,27.5,18.1,21.9,15.5,68.6,0.0,0,0.0,,21.6,1012.7,2.3,10.9,314.5,27.3,9,Clear,good,3,moderate risk
2019-07-29,25.5,18.1,21.2,25.5,18.1,21.2,14.3,66.3,0.0,0,0.0,53.6,30.2,1015.9,6.9,11.7,301.2,26.1,9,Clear,good,5,high risk
2019-07-30,24.6,16.6,20.1,24.6,16.6,20.1,11.3,59.2,0.0,0,0.0,59.4,31.6,1018.1,2.4,12.4,319.1,27.6,9,Clear,good,2,moderate risk
2019-07-31,27.5,17.1,21.5,27.0,17.1,21.4,12.3,57.5,0.0,0,0.0,51.8,25.8,1014.1,5.6,12.2,282.0,24.5,9,Clear,good,3,moderate risk
2019-08-01,27.4,17.6,21.7,27.4,17.6,21.7,14.1,63.9,0.0,0,0.0,,26.2,1014.8,1.6,11.9,309.5,26.8,9,Clear,good,1,low risk
2019-08-02,27.1,17.7,21.4,27.2,17.7,21.4,14.8,67.8,0.0,0,0.0,44.6,24.5,1016.5,4.5,12.1,305.0,26.4,9,Clear,good,2,moderate risk
2019-08-03,28.1,17.6,22.1,29.1,17.6,22.3,16.1,69.6,0.0,0,0.0,,26.9,1015.5,1.6,10.5,300.7,25.9,9,Clear,good,1,low risk
2019-08-04,26.9,18.1,21.6,27.5,18.1,21.6,15.2,68.4,0.0,0,0.0,,22.7,1016.8,2.8,11.1,262.3,22.7,9,Clear,good,0,low risk
2019-08-05,28.9,17.6,22.3,28.9,17.6,22.3,15.3,66.6,0.0,0,0.0,,22.8,1016.2,1.8,12.2,301.0,25.9,9,Clear,good,0,low risk
2019-08-06,27.3,20.0,22.9,28.1,20.0,23.0,17.5,72.8,0.0,0,0.0,,20.7,1015.0,10.9,12.5,167.2,14.3,6,Clear,good,1,low risk
2019-08-07,26.0,20.0,22.0,26.0,20.0,22.0,19.2,84.8,0.346,100,20.83,,20.1,1014.6,7.3,11.7,192.4,16.5,8,Rain,good,1,low risk
2019-08-08,25.6,21.1,22.5,25.6,21.1,22.5,21.0,92.0,2.707,100,41.67,,23.6,1014.4,10.0,7.8,132.1,11.4,5,Rain,good,0,low risk
2019-08-09,24.2,19.2,21.3,24.2,19.2,21.3,18.6,85.8,3.252,100,54.17,,22.7,1017.2,9.2,10.4,186.3,16.1,9,Rain,good,1,low risk
2019-08-10,26.0,17.6,21.3,26.0,17.6,21.3,14.9,69.0,0.105,100,8.33,,21.0,1020.5,3.8,10.5,243.5,21.1,8,Rain,good,1,low risk
2019-08-11,24.5,16.7,20.3,24.5,16.7,20.3,13.4,66.5,0.396,100,4.17,,25.7,1021.3,3.6,10.8,248.5,21.5,9,Rain,good,0,low risk
2019-08-12,26.2,16.6,20.5,26.2,16.6,20.5,11.7,59.8,0.0,0,0.0,48.2,33.0,1020.4,5.0,12.0,286.5,24.8,9,Clear,good,3,moderate risk
2019-08-13,27.6,17.5,21.4,27.1,17.5,21.4,12.0,57.2,0.0,0,0.0,50.0,27.4,1019.2,5.0,12.1,297.9,25.8,9,Clear,good,2,moderate risk
2019-08-14,30.0,17.6,23.1,29.3,17.6,23.0,13.8,58.2,0.0,0,0.0,48.2,27.6,1019.4,1.0,12.4,287.1,24.8,9,Clear,good,2,moderate risk
2019-08-15,31.7,20.1,24.6,30.5,20.1,24.4,15.0,58.5,0.0,0,0.0,59.4,28.9,1018.3,0.6,11.1,317.4,27.4,9,Clear,good,0,low risk
2019-08-16,29.1,19.0,23.2,29.1,19.0,23.3,16.1,66.3,0.0,0,0.0,51.8,26.6,1017.9,1.1,12.5,158.9,13.6,6,Clear,good,2,moderate risk
2019-08-17,30.4,19.1,23.2,31.4,19.1,23.3,17.3,71.2,0.0,0,0.0,,24.5,1015.9,2.3,10.9,272.3,23.5,9,Clear,good,0,low risk
2019-08-18,27.9,19.0,22.7,29.8,19.0,22.8,18.0,75.4,0.0,0,0.0,,21.7,1016.0,4.6,11.0,123.1,10.6,5,Clear,good,0,low risk
2019-08-19,25.4,17.0,20.2,25.4,17.0,20.2,12.8,63.6,0.0,0,0.0,,26.0,1017.8,4.5,12.1,258.3,22.4,8,Clear,good,0,low risk
2019-08-20,29.5,17.1,22.3,29.0,17.1,22.2,13.7,60.4,0.0,0,0.0,44.6,24.7,1017.2,0.9,11.9,290.0,25.0,9,Clear,good,1,low risk
2019-08-21,32.5,18.7,24.7,33.1,18.7,24.8,14.8,56.1,0.0,0,0.0,40.7,22.0,1016.0,0.7,12.0,267.6,23.0,8,Clear,good,1,low risk
2019-08-22,33.1,20.2,26.2,32.8,20.2,26.0,12.8,44.2,0.0,0,0.0,,18.4,1015.6,1.0,11.7,272.8,23.6,8,Clear,good,1,low risk
2019-08-23,34.3,22.1,27.3,34.3,22.1,27.2,14.0,45.2,0.0,0,0.0,33.5,23.2,1015.1,0.8,11.5,266.8,23.0,8,Clear,good,2,moderate risk
2019-08-24,32.4,20.5,25.6,32.3,20.5,25.5,12.1,44.1,0.0,0,0.0,40.7,25.2,1016.0,0.1,10.5,268.1,23.2,8,Clear,good,1,low risk
2019-08-25,26.1,17.2,20.8,26.1,17.2,20.8,14.5,68.0,0.005,100,4.17,,21.5,1015.1,4.3,11.1,223.8,19.4,8,Rain,good,2,moderate risk
2019-08-26,27.3,18.0,21.8,27.9,18.0,21.9,15.8,69.8,0.02,100,4.17,38.9,21.6,1013.5,4.9,11.4,200.0,17.1,8,Rain,good,2,moderate risk
2019-08-27,25.9,18.6,21.7,25.9,18.6,21.7,16.4,72.8,0.0,0,0.0,,19.8,1016.6,6.4,11.7,181.4,15.8,8,Clear,good,0,low risk
2019-08-28,27.7,18.6,21.8,28.1,18.6,21.9,16.0,70.4,0.0,0,0.0,,21.7,1017.2,2.8,11.0,263.1,22.7,8,Clear,good,1,low risk
2019-08-29,30.2,17.6,22.7,29.5,17.6,22.6,14.4,62.4,0.0,0,0.0,37.1,20.0,1018.0,3.4,12.4,268.7,23.2,8,Clear,good,1,low risk
2019-08-30,32.0,18.0,23.6,30.7,18.0,23.4,13.9,57.1,0.0,0,0.0,27.7,19.7,1017.9,0.0,12.1,261.9,22.7,8,Clear,good,2,moderate risk
2019-08-31,29.0,18.0,22.3,29.1,18.0,22.3,15.0,64.8,0.0,0,0.0,,22.0,1016.4,0.6,10.5,260.1,22.4,8,Clear,good,3,moderate risk
2019-09-01,29.4,18.1,22.5,28.9,18.1,22.5,14.8,64.1,0.0,0,0.0,,23.2,1014.7,1.1,11.1,260.0,22.4,8,Clear,good,2,moderate risk
2019-09-02,30.6,17.0,23.4,30.6,17.0,23.3,14.4,60.1,0.0,0,0.0,37.1,19.3,1014.5,0.1,11.7,261.1,22.6,8,Clear,good,5,high risk
2019-09-03,33.1,19.5,26.1,32.4,19.5,25.8,13.8,48.9,0.0,0,0.0,38.9,21.2,1017.5,0.0,12.4,253.6,22.0,8,Clear,good,0,low risk
2019-09-04,35.0,21.3,27.2,35.6,21.3,26.9,13.3,43.9,0.0,0,0.0,42.5,23.2,1017.2,0.4,11.9,252.4,21.8,8,Clear,good,3,moderate risk
2019-09-05,32.2,18.6,24.8,31.3,18.6,24.5,13.5,52.2,0.0,0,0.0,42.5,24.0,1014.9,0.4,12.0,257.3,22.4,8,Clear,good,1,low risk
2019-09-06,32.5,22.6,26.7,30.9,22.6,26.2,8.7,32.4,0.0,0,0.0,35.3,25.8,1015.0,0.5,12.5,253.6,22.1,8,Clear,baixos,0,low risk
2019-09-07,31.5,22.0,25.3,29.7,22.0,25.1,8.6,34.9,0.0,0,0.0,48.2,23.5,1014.9,0.1,11.1,235.5,20.3,8,Clear,baixos,0,low risk
2019-09-08,29.2,19.3,24.1,29.3,19.3,24.1,13.9,53.7,0.0,0,0.0,35.3,22.7,1015.7,1.4,11.0,243.3,21.0,8,Clear,baixos,4,high risk
2019-09-09,25.8,17.4,20.8,25.8,17.4,20.8,12.9,61.3,0.0,0,0.0,46.4,23.8,1018.5,5.5,11.6,218.3,19.0,8,Clear,baixos,0,low risk
2019-09-10,22.1,16.1,18.8,22.1,16.1,18.8,10.5,60.8,0.005,100,4.17,57.6,34.0,1020.5,6.9,12.4,244.3,21.1,8,Rain,baixos,0,low risk
2019-09-11,28.0,16.6,21.6,27.1,16.6,21.5,8.8,45.5,0.0,0,0.0,,28.8,1020.8,2.0,12.4,241.4,21.1,8,Clear,baixos,1,low risk
2019-09-12,31.7,21.5,26.1,30.2,21.5,25.7,10.1,37.1,0.0,0,0.0,,28.6,1021.6,0.0,12.2,239.7,20.7,8,Clear,baixos,2,moderate risk
2019-09-13,31.6,22.9,27.0,29.8,22.9,26.6,11.0,37.8,0.0,0,0.0,44.6,25.3,1020.0,4.5,11.7,216.8,18.8,7,Clear,good,2,moderate risk
2019-09-14,30.5,21.0,25.4,29.6,21.0,25.3,13.5,48.6,0.0,0,0.0,38.9,19.7,1018.1,0.3,11.0,224.2,19.2,8,Clear,good,3,moderate risk
2019-09-15,28.6,21.5,24.1,28.8,21.5,24.1,14.8,56.5,0.0,0,0.0,,20.1,1017.7,1.8,11.1,181.9,15.6,7,Clear,good,1,low risk
2019-09-16,24.1,16.7,20.2,24.1,16.7,20.2,16.1,77.8,0.0,0,0.0,,21.0,1017.7,4.1,10.9,212.3,18.4,7,Clear,good,2,moderate risk
2019-09-17,26.1,17.2,20.8,26.1,17.2,20.8,15.8,74.7,0.0,0,0.0,,17.6,1015.7,1.8,11.3,190.7,16.5,7,Clear,good,3,moderate risk
2019-09-18,26.3,17.2,20.4,26.3,17.2,20.4,14.7,70.7,0.0,0,0.0,,18.2,1016.0,5.3,11.6,217.4,18.8,7,Clear,good,0,low risk
2019-09-19,24.5,17.2,20.2,24.5,17.2,20.2,15.4,74.6,0.0,0,0.0,40.7,17.5,1016.5,6.2,11.0,136.9,11.9,5,Clear,good,0,low risk
2019-09-20,23.4,18.1,19.9,23.4,18.1,19.9,16.6,82.0,0.173,100,16.67,27.7,19.1,1013.9,6.8,11.0,123.0,10.4,4,Rain,good,2,moderate risk
2019-09-21,22.5,16.7,19.7,22.5,16.7,19.7,18.7,93.7,15.916,100,58.33,,32.2,1010.8,3.6,9.5,71.6,6.1,3,Rain,good,3,moderate risk
2019-09-22,23.0,16.5,18.8,23.0,16.5,18.8,15.0,81.0,0.287,100,12.5,,14.6,1016.9,3.4,10.8,169.2,14.6,7,Rain,good,1,low risk
2019-09-23,23.5,15.6,19.0,23.5,15.6,19.0,15.4,80.5,0.043,100,4.17,24.1,23.3,1021.1,4.4,11.3,206.9,17.9,7,Rain,good,4,high risk
2019-09-24,23.8,17.2,20.1,23.8,17.2,20.1,17.6,86.1,0.285,100,16.67,,18.6,1020.8,10.2,9.8,154.3,13.2,5,Rain,good,4,high risk
2019-09-25,23.5,16.5,19.5,23.5,16.5,19.5,14.1,72.4,0.0,0,0.0,,20.0,1021.0,4.7,11.6,194.2,16.8,6,Clear,good,2,moderate risk
2019-09-26,25.5,16.6,20.0,25.5,16.6,20.0,13.9,69.7,0.0,0,0.0,46.4,22.8,1019.9,1.5,12.3,219.5,18.9,7,Clear,good,6,high risk
2019-09-27,26.5,17.0,20.4,26.5,17.0,20.4,14.6,70.8,0.0,0,0.0,,24.6,1020.5,3.0,12.2,211.7,18.3,7,Clear,good,6,high risk
2019-09-28,25.6,16.9,20.2,25.6,16.9,20.2,14.1,69.0,0.0,0,0.0,,21.9,1019.5,1.1,10.9,216.0,18.6,7,Clear,good,0,low risk
2019-09-29,26.6,15.1,19.9,26.6,15.1,19.9,14.4,71.3,0.0,0,0.0,,22.9,1019.0,1.6,10.8,216.6,18.9,7,Clear,good,3,moderate risk
2019-09-30,25.2,17.6,20.9,25.2,17.6,20.9,17.5,81.3,0.0,0,0.0,31.7,20.1,1017.0,4.0,11.1,199.5,17.1,7,Clear,good,4,high risk
2019-10-01,26.5,17.2,21.1,26.5,17.2,21.1,16.3,75.2,0.0,0,0.0,,16.2,1018.4,7.3,11.8,203.4,17.6,8,Clear,good,1,low risk
2019-10-02,23.6,16.0,19.1,23.6,16.0,19.1,13.3,70.5,0.0,0,0.0,,22.3,1020.7,16.6,12.3,197.5,17.1,7,Clear,good,1,low risk
2019-10-03,25.5,15.5,19.8,25.5,15.5,19.8,14.9,73.8,0.0,0,0.0,,18.9,1020.9,5.5,11.8,178.3,15.4,6,Clear,good,2,moderate risk
2019-10-04,25.1,18.0,21.0,25.1,18.0,21.0,16.1,75.3,0.0,0,0.0,,18.1,1018.9,6.0,11.5,144.2,12.3,5,Clear,good,1,low risk
2019-10-05,23.5,16.4,18.9,23.5,16.4,18.9,13.0,69.4,0.0,0,0.0,,23.1,1018.6,3.0,11.1,175.4,15.2,7,Clear,good,8,high risk
2019-10-06,27.2,16.6,20.7,27.4,16.6,20.7,14.4,68.5,0.0,0,0.0,,21.4,1020.2,2.2,11.1,208.8,17.8,7,Clear,good,4,high risk
2019-10-07,28.2,16.9,21.7,27.2,16.9,21.5,9.5,50.3,0.0,0,0.0,,23.3,1019.0,5.1,11.4,200.3,17.5,7,Clear,good,5,high risk
2019-10-08,27.5,18.1,22.1,28.4,18.1,22.3,16.1,69.4,0.0,0,0.0,,26.3,1017.6,4.4,12.2,90.2,7.8,5,Clear,good,2,moderate risk
2019-10-09,22.5,16.5,18.6,22.5,16.5,18.6,9.9,58.4,0.0,0,0.0,57.6,34.7,1018.9,3.2,12.3,202.3,17.5,7,Clear,good,1,low risk
2019-10-10,26.9,15.9,20.5,26.7,15.9,20.4,11.3,57.8,0.0,0,0.0,31.7,24.0,1017.3,0.0,12.0,198.8,17.0,7,Clear,good,0,low risk
2019-10-11,26.0,17.3,20.6,26.0,17.3,20.6,12.7,61.3,0.0,0,0.0,29.5,17.2,1016.4,5.8,11.5,136.9,12.0,6,Clear,good,2,moderate risk
2019-10-12,24.0,18.5,20.3,24.0,18.5,20.3,16.4,78.9,0.0,0,0.0,,27.9,1013.7,4.5,10.3,119.8,10.2,4,Clear,good,2,moderate risk
2019-10-13,23.9,18.1,19.9,23.9,18.1,19.9,16.7,82.6,3.527,100,8.33,,28.9,1012.6,5.1,10.5,110.5,9.5,6,Rain,good,4,high risk
