datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,pollen_intensity,admission number,risk level
2020-03-09,19.9,11.0,14.9,19.9,11.0,14.9,9.0,70.0,0.0,0,0.0,,21.9,1029.2,31.4,11.3,208.1,18.0,8,Partially cloudy,good,2,moderate risk
2020-03-10,22.5,10.2,16.4,22.5,10.2,16.4,9.0,63.8,0.0,0,0.0,31.7,16.2,1026.2,5.2,11.3,214.7,18.5,8,Clear,good,6,high risk
2020-03-11,26.0,12.8,19.4,26.0,12.8,19.4,10.4,58.3,0.0,0,0.0,,13.6,1021.3,54.2,11.4,207.5,17.9,8,Partially cloudy,good,2,moderate risk
2020-03-12,22.3,13.1,17.2,22.3,13.1,17.2,11.7,70.5,0.0,0,0.0,37.1,28.4,1018.5,40.5,11.7,196.2,17.0,7,Partially cloudy,good,2,moderate risk
2020-03-13,18.0,12.0,14.1,18.0,12.0,14.1,9.9,76.4,0.0,0,0.0,55.4,23.3,1019.5,39.9,10.8,73.5,6.1,3,Partially cloudy,good,4,high risk
2020-03-14,22.5,12.4,16.3,22.5,12.4,16.3,11.0,72.6,0.0,0,0.0,40.7,16.4,1018.6,33.7,10.5,228.4,19.8,8,Partially cloudy,good,1,low risk
2020-03-15,18.5,10.5,13.8,18.5,10.5,13.8,8.2,70.1,0.0,0,0.0,,24.6,1017.2,32.5,10.5,170.7,14.9,8,Partially cloudy,good,5,high risk
2020-03-16,15.4,9.6,12.1,15.4,7.5,11.9,4.7,61.2,0.002,100,4.17,70.6,39.4,1019.8,39.5,10.5,185.7,16.0,7,"Rain, Partially cloudy",good,2,moderate risk
2020-03-17,17.2,10.4,14.0,17.2,10.4,14.0,4.7,54.6,0.0,0,0.0,48.2,33.1,1020.1,29.5,10.5,215.6,18.5,8,Partially cloudy,good,2,moderate risk
2020-03-18,22.7,14.6,18.4,22.7,14.6,18.4,9.2,55.6,0.0,0,0.0,,25.2,1019.5,29.9,10.6,219.8,19.1,7,Partially cloudy,good,0,low risk
2020-03-19,21.1,13.6,16.9,21.1,13.6,16.9,10.3,66.0,0.0,0,0.0,,18.6,1016.6,26.0,10.5,202.2,17.6,7,Partially cloudy,good,1,low risk
2020-03-20,14.0,10.5,12.8,14.0,10.5,12.8,10.3,84.9,2.205,100,37.5,,15.2,1013.2,46.5,9.7,94.4,8.2,4,"Rain, Partially cloudy",good,1,low risk
2020-03-21,15.5,9.0,11.7,15.5,9.0,11.7,8.3,80.6,4.013,100,12.5,31.7,11.9,1010.5,35.0,10.5,188.4,16.4,7,"Rain, Partially cloudy",good,0,low risk
2020-03-22,18.6,9.8,13.3,18.6,8.5,13.1,7.9,71.3,0.0,0,0.0,,16.8,1012.1,19.8,10.5,192.7,16.6,7,Clear,good,0,low risk
2020-03-23,19.6,11.7,15.2,19.6,11.7,15.2,9.6,70.9,0.0,0,0.0,,21.1,1012.8,26.2,10.5,233.6,20.1,9,Partially cloudy,good,0,low risk
2020-03-24,20.6,12.1,16.4,20.6,12.1,16.4,8.7,61.5,0.0,0,0.0,,23.3,1012.8,18.7,10.5,229.4,19.8,8,Clear,good,0,low risk
2020-03-25,22.0,12.6,16.1,22.0,12.6,16.1,8.6,62.6,0.0,0,0.0,28.8,21.6,1015.8,22.8,10.5,244.1,21.1,8,Partially cloudy,good,0,low risk
2020-03-26,18.0,11.2,13.9,18.0,11.2,13.9,8.9,72.6,0.0,0,0.0,,22.5,1014.2,43.0,10.5,151.7,13.1,8,Partially cloudy,good,1,low risk
2020-03-27,17.9,10.1,13.3,17.9,10.1,13.3,7.0,67.0,0.0,0,0.0,,18.1,1010.9,36.2,10.5,245.8,21.0,8,Partially cloudy,good,0,low risk
2020-03-28,17.2,9.9,13.5,17.2,7.9,13.4,5.9,60.9,0.0,0,0.0,,23.9,1016.0,44.7,10.5,247.5,21.5,9,Partially cloudy,good,1,low risk
2020-03-29,18.4,11.0,14.4,18.4,11.0,14.4,9.6,73.6,0.0,0,0.0,,21.9,1017.5,35.5,10.6,232.4,19.4,8,Partially cloudy,good,0,low risk
2020-03-30,13.5,9.1,12.3,13.5,5.5,12.2,10.8,90.7,8.742,100,41.67,,28.7,1010.4,55.2,9.9,67.0,5.7,3,"Rain, Partially cloudy",good,1,low risk
2020-03-31,13.4,7.1,9.2,13.4,3.5,7.4,4.7,74.9,0.477,100,16.67,,28.7,1005.6,68.1,10.5,165.0,14.2,9,"Rain, Partially cloudy",good,0,low risk
